ticket_id,company_type,created_at,department,employee_role,channel,ticket_text,category,subcategory,true_category,true_subcategory,label_quality,priority,status,sentiment,resolution_hours
ENT-014472,Global Technology Consulting Company,2025-02-20 07:40,HR,Manager,Walk-up,I have a question about my employee record and need help updating it.,HR Support,Timesheet,HR Support,Timesheet,clean_label,Medium,In Progress,Neutral,
ENT-011870,Global Technology Consulting Company,2025-11-05 17:17,Legal,Coordinator,Walk-up,My payroll or benefits information does not look right this cycle.,HR Support,Onboarding,HR Support,Onboarding,clean_label,Low,Closed,Neutral,70.6
ENT-005846,Global Technology Consulting Company,2025-03-10 14:51,Customer Support,Consultant,Chat,my battery is not working properly. there is a weird warning message,Hardware,Battery,Hardware,Battery,clean_label,Medium,Closed,Urgent,30.1
ENT-029715,Global Technology Consulting Company,2025-01-11 10:08,HR,Intern,Email,"The security prompt keeps failing even after I approve it. Also, i have a question about my employee record and need help updating it.",Security,Suspicious Login,Security,Suspicious Login,clean_label,High,Resolved,Neutral,25.6
ENT-020935,Global Technology Consulting Company,2025-11-10 06:25,Delivery,Manager,Chat,A folder disappeared and I need to know if it can be restored.,Storage,Shared Drive Cleanup,Storage,Shared Drive Cleanup,clean_label,Medium,In Progress,Neutral,
ENT-006231,Global Technology Consulting Company,2025-04-15 20:40,Marketing,Manager,Walk-up,"I tried the usual steps but it still does not work. I can use the system, but the physical setup is unreliable.",Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,Medium,Open,Neutral,
ENT-004202,Global Technology Consulting Company,2025-02-09 13:24,HR,Engineer,Email,The machine is very slow and makes it hard to complete normal tasks.,Software,Office Apps,Hardware,Laptop,noisy_label,High,Resolved,Neutral,9.5
ENT-010142,Global Technology Consulting Company,2025-04-16 06:53,Customer Support,Engineer,Portal,"The time, leave, or policy information in the portal looks incorrect.",HR Support,Policy Question,HR Support,Policy Question,clean_label,Medium,Resolved,Neutral,17.1
ENT-029867,Global Technology Consulting Company,2025-08-29 00:11,Engineering,Specialist,Chat,Not sure if this belongs to IT or another team. I may have clicked something suspicious and need guidance.,Security,Phishing,Security,Phishing,clean_label,High,Resolved,Frustrated,11.3
ENT-016388,Global Technology Consulting Company,2025-03-01 11:34,HR,Engineer,Chat,I changed teams and now some tools are unavailable.,Internal Project,Jira Project,Access,Salesforce Access,noisy_label,Critical,Resolved,Neutral,10.4
ENT-007404,Global Technology Consulting Company,2025-07-28 13:08,Consulting,Specialist,Portal,"The machine is very slow and makes it hard to complete normal tasks. Also, i need to request equipment or software for upcoming work.",Hardware,Monitor,Hardware,Monitor,clean_label,High,Resolved,Frustrated,8.5
ENT-002787,Global Technology Consulting Company,2025-06-04 13:46,Legal,Director,Walk-up,"I can use the system, but the physical setup is unreliable.",Hardware,Laptop,Hardware,Laptop,clean_label,High,Resolved,Frustrated,24.8
ENT-001250,Global Technology Consulting Company,2025-04-27 14:14,Consulting,Analyst,Portal,The machine is very slow and makes it hard to complete normal tasks.,Hardware,Battery,Hardware,Battery,clean_label,High,In Progress,Neutral,
ENT-027709,Global Technology Consulting Company,2025-05-14 16:33,Sales,Specialist,Phone,I tried the usual steps but it still does not work. The tool opens but some features are missing or disabled.,Software,Office Apps,Software,Office Apps,clean_label,Medium,Resolved,Neutral,82.6
ENT-017411,Global Technology Consulting Company,2025-07-16 04:18,Customer Support,Analyst,Phone,I cannot sign in or reach the system I need for work. there is a weird warning message,Access,Email Access,Access,Email Access,clean_label,Low,Resolved,Neutral,94.4
ENT-016190,Global Technology Consulting Company,2025-10-02 19:05,Customer Support,Team Lead,Walk-up,"I cannot sign in or reach the system I need for work. I already restarted twice Also, a folder disappeared and i need to know if it can be restored.",Access,Active Directory,Access,Active Directory,clean_label,Critical,Resolved,Neutral,3.0
ENT-019097,Global Technology Consulting Company,2025-06-13 18:54,Marketing,Intern,Phone,"I need permission for a client workspace before the deadline. Also, a setup step needs elevated access for a short time.",Access,SAP Access,Access,SAP Access,clean_label,Medium,Waiting on User,Frustrated,
ENT-022096,Global Technology Consulting Company,2025-04-13 17:26,Marketing,Analyst,Email,"This started happening after yesterday afternoon. The approval flow for a purchase is confusing or stuck. Also, the project tracker is not visible to everyone who needs it.",Purchase,Purchase Approval,Purchase,Purchase Approval,clean_label,Medium,Waiting on User,Frustrated,
ENT-024744,Global Technology Consulting Company,2025-08-09 23:58,Delivery,Analyst,Chat,I need help connecting a report or internal app to the team process.,Internal Project,Jira Project,Internal Project,Jira Project,clean_label,Medium,Resolved,Frustrated,75.7
ENT-003139,Global Technology Consulting Company,2025-02-18 16:57,Executive Office,Director,Email,The device keeps disconnecting during calls and client work.,Hardware,Monitor,Hardware,Monitor,clean_label,Critical,Waiting on Vendor,Neutral,
ENT-015194,Global Technology Consulting Company,2025-12-17 23:23,Operations,Specialist,Walk-up,i cannot sign in or reach the system i need for work. i am getting blocked by permissions,Internal Project,Project Permission,Access,Password Reset,noisy_label,High,Resolved,Urgent,7.2
ENT-029156,Global Technology Consulting Company,2025-01-12 23:27,Consulting,Manager,Chat,"I can acess regular websites but company tools are unstable. Also, the time, leave, or policy information in the portal looks incorrect.",Network,VPN Connectivity,Network,VPN Connectivity,clean_label,High,Resolved,Neutral,11.4
ENT-009354,Global Technology Consulting Company,2025-01-16 23:36,Finance,Team Lead,Walk-up,"I have a question about my employee record and need help updating it. Also, the installer is blocked by policy even though it is work-related.",Purchase,Software License,HR Support,Policy Question,noisy_label,High,In Progress,Urgent,
ENT-022764,Global Technology Consulting Company,2025-08-20 08:03,Consulting,Team Lead,Chat,Could you please help when possible? The approval flow for a purchase is confusing or stuck. screenshot attached,Purchase,Vendor Quote,Purchase,Vendor Quote,clean_label,Low,In Progress,Urgent,
ENT-011620,Global Technology Consulting Company,2025-12-27 17:51,Marketing,Consultant,Email,"The time, leave, or policy information in the portal looks incorrect",HR Support,Employee Verification,HR Support,Employee Verification,clean_label,Medium,Resolved,Neutral,14.7
ENT-014727,Global Technology Consulting Company,2025-12-06 23:23,Engineering,Analyst,Email,"Not sure if this belongs to IT or another team. The time, leave, or policy information in the portal looks incorrect.",HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Resolved,Neutral,51.1
ENT-027161,Global Technology Consulting Company,2025-02-08 15:35,Consulting,Team Lead,Portal,"A setup step needs elevated access for a short time. Also, a teammate can open the location but i get a blocked message.",Administrative Rights,Local Admin,Administrative Rights,Local Admin,clean_label,Medium,Closed,Urgent,22.7
ENT-013738,Global Technology Consulting Company,2025-09-13 12:03,Customer Support,Consultant,Email,My payroll or benefits information does not look right this cycle.,HR Support,Employee Verification,HR Support,Employee Verification,clean_label,High,In Progress,Confused,
ENT-019705,Global Technology Consulting Company,2025-12-11 11:16,Executive Office,Intern,Walk-up,I need more room or cleanup help for project documents.,Storage,Backup Request,Storage,Backup Request,clean_label,Critical,Resolved,Urgent,5.1
ENT-023169,Global Technology Consulting Company,2025-09-27 16:40,Finance,Team Lead,Chat,The request form does not show the item I need. pls advise,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Critical,Waiting on User,Urgent,
ENT-004404,Global Technology Consulting Company,2025-03-23 11:41,Customer Support,Consultant,Email,This started happening after yest afternoon. The machine is very slow and makes it hard to complete normal tasks. pls advise,Hardware,Laptop,Hardware,Laptop,clean_label,Low,Resolved,Neutral,154.1
ENT-029902,Global Technology Consulting Company,2025-04-25 06:44,Marketing,Coordinator,Walk-up,Can someone check this for me? I received a suspicious message and want someone to review it. screenshot attached,Security,Data Loss Concern,Security,Data Loss Concern,clean_label,Low,In Progress,Neutral,
ENT-007049,Global Technology Consulting Company,2025-03-11 14:09,Executive Office,Specialist,Email,I am seeing this issue again today. The screen or attached equipment randomly stops responding. pls advise,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,In Progress,Neutral,
ENT-016156,Global Technology Consulting Company,2025-04-23 09:28,Engineering,Intern,Walk-up,I need permission for a client workspace before the deadline.,Access,SAP Access,Access,SAP Access,clean_label,Medium,Waiting on User,Confused,
ENT-012639,Global Technology Consulting Company,2025-10-19 07:08,Consulting,Consultant,Chat,"The time, leave, or policy information in the portal looks incorrect. Also, the device keeps disconnecting during calls and client work.",HR Support,Benefits,HR Support,Benefits,clean_label,Medium,In Progress,Neutral,
ENT-029238,Global Technology Consulting Company,2025-08-02 11:06,Delivery,Director,Email,I tried the usual steps but it still does not work. Internal pages load slowly or fail during meetings.,Network,Slow Internet,Network,Slow Internet,clean_label,Medium,In Progress,Confused,
ENT-001174,Global Technology Consulting Company,2025-11-24 11:06,HR,Analyst,Walk-up,Could you please help when possible? The machine is very slow and makes it hard to complete normal tasks,Software,Zoom,Hardware,Docking Station,noisy_label,Low,Resolved,Confused,90.9
ENT-002590,Global Technology Consulting Company,2025-09-21 11:58,Marketing,Analyst,Portal,"I am blocked right now and not sure what changed. I can use the system, but the physical setup is unreliable.",Software,Browser,Hardware,Monitor,noisy_label,Medium,Closed,Neutral,55.2
ENT-025966,Global Technology Consulting Company,2025-10-18 13:53,Delivery,Team Lead,Phone,Our team needs a new workspace or project area created.,Internal Project,Internal App Support,Internal Project,Internal App Support,clean_label,Medium,Closed,Neutral,31.4
ENT-000249,Global Technology Consulting Company,2025-10-14 06:20,Delivery,Engineer,Walk-up,"This started happening after yesterday afternoon. My blue screen is not working properly. my files are not where I expect them Also, the project tracker is not visible to everyone who needs it.",Software,IDE,Hardware,Blue Screen,noisy_label,Medium,In Progress,Urgent,
ENT-004113,Global Technology Consulting Company,2025-05-27 15:32,Sales,Senior Associate,Portal,I am blocked right now and not sure what changed. The screen or attached equipment randomly stops responding.,Hardware,Docking Station,Hardware,Docking Station,clean_label,Medium,Resolved,Neutral,61.8
ENT-023489,Global Technology Consulting Company,2025-11-22 16:01,Engineering,Manager,Walk-up,I am blocked right now and not sure what changed. Can you help me order the correct item for my role?,Purchase,Software License,Purchase,Software License,clean_label,High,Closed,Frustrated,14.8
